title,artist,first
Wrestlers Just Wanna Bust Heads,Shell Shock Shannon & The Hollywood Manglers,1985-11-03
Booking Agent,Shelley Berman,2019-10-05
Complete Neuroses,Shelley Berman,2025-02-01
Department Store,Shelley Berman,1992-02-16
Department Store Window routine,Shelley Berman,1977-11-27
Doctor,Shelley Berman,2017-09-09
Nichols' Department Store,Shelley Berman,1987-05-24
Phoning A Department Store,Shelley Berman,1991-04-07
The Morning After The Night Before,Shelley Berman,1984-09-16
The Traveling Man's Nightmare,Shelley Berman,2018-03-10
Window Washer,Shelley Berman,2025-02-01
Right Girls,"Shelley Berman, Jack De Lon & Chorus",2025-02-01
Johnny Angel,Shelley Fabares,2025-06-07
Thank You Canada,Shelley Looney,1980-02-24
Whatcha Gonna Do,Shelly & The Seashells,1979-08-19
Football Season's Over,Shelly Fabares,2011-02-06
You Got To Go,Shelton Brooks,1976-10-24
"Stay A Little Longer, Santa",Shemekia Copeland,2019-12-07
Ballad Of Marilyn Monroe,Shenandoah Three,1975-08-10
Daddy's Home,Shep & The Limelites,1987-10-09
Concert Tour Of Mars,Shep Cooke,1982-12-26
I Dream Of San Marino,Shep Fields,1975-12-07
When The Mush Begins To Rush Down Father's Vest,Shep Fields,1982-06-20
"Atlanta, G.A.","Shep Fields (Jack Prince, vocal)",1976-05-23
I Dream Of San Marino,Shep Fields & His Rippling Rhythm,1973-01-21
Moonlight And Shadows,Shep Fields & His Rippling Rhythm,1975-11-16
There's A Lull In My Life,Shep Fields & His Rippling Rhythm,1975-09-07
When The Mush Begins To Rush Down Father's Vest,Shep Fields & His Rippling Rhythm,1990-06-17
"Atlanta, G.A.",Shep Fields & His Rippling Rhythm Orchestra,1976-05-16
Moonlight And Shadows,Shep Fields & His Rippling Rhythm Orchestra,1981-03-01
When The Mush Begins To Rush Down Father's Vest,Shep Fields & His Rippling Rhythm Orchestra,1981-03-01
"Atlanta, G.A.",Shep Fields & Jack Prince,1975-11-23
When The Mush Begins To Rush Down Father's Vest,Shep Fields' Rippling Rhythm,1985-06-16
When The Mush Begins To Rush Down Father's Vest,Shep Fields/Larry Neill,1976-10-03
Jokers Like These,Shepard Barbash,2008-05-25
Birthday Cake Polka,Sheriff John,1998-04-26
Don't Be Afraid Of The Doctor,Sheriff John,1993-09-26
Don't Be Afraid Of The Doctor/Safety Song/Birthday Cake Polka,Sheriff John,1980-11-16
Eat Your Food,Sheriff John,1977-05-15
Grizzly Grump/Laugh And Be Happy,Sheriff John,1974-02-24
I'm A Little Weenie,Sheriff John,2023-05-20
Laugh And Be Happy,Sheriff John,1991-04-07
Laugh And Be Happy/Birthday Cake Polka,Sheriff John,1985-06-23
Safety Song,Sheriff John,1975-07-20
Small Fry Mambo,Sheriff John,1983-12-11
This Is The Way We Wash Our Hands,Sheriff John,1977-12-11
Opera Sequence,Sherlock Holmes' Smarter Brother,1976-02-08
Kangaroo Hop,Sherlock Holmes' Smarter Brother Soundtrack,1976-01-25
"Bon Voyage, Titanic",Sherman & Larsen,1999-04-04
"Oh, What We Grow (Down In Old Mexico)",Sherman & Larsen,1973-07-15
Ain't That A Kick In The Head,Sherman Hemsley,1998-06-07
I Need Your Help Dr. Demento,"Sherry Hicks from Orlando, FL",1981-02-08
The Great John  L,Sherry Lawson,1977-11-06
Mr. Radio Man,Sherry Wright from Utah,1985-01-27
Santa Got A DWI,Sherwin Linton,1997-12-07
Santa's Got A D.W.I.,Sherwin Linton,1992-12-20
Jennifer,Shiloh,1985-11-03
Gimme No Crack,Shinehead,1988-11-13
I Don't Give A Shit,Shinyribs,2022-05-28
Let The Good Times Roll,Shirley & Lee,1983-05-08
A Squirrely Christmas,Shirley & Squirrely,1980-12-21
Deck The Halls,Shirley & Squirrely,1976-12-19
Hey Shirley (This Is Squirrely),Shirley & Squirrely,1999-02-14
Shirley And Squirrely,Shirley & Squirrely,1976-08-08
Eucalyptus Tree,Shirley Bates,1976-08-29
Great Again!,Shirley Brassy & The Trumpettes,2016-07-30
O Hanukah/Spin Little Dreidl,Shirley Cohen,1977-12-04
Spin Little Dreidl,Shirley Cohen,1978-12-24
Chanukah Music Box,Shirley Cohen/Eli Gamliel,1976-12-19
Spin Little Dreidl,Shirley Cohen/Helen Schraeter,1977-05-29
Ever See A Diver Kiss His Wife While The Bubbles Bounce About Above The Water?,Shirley Ellis,2011-03-19
The Clapping Song (Clap Pat Clap Slap),Shirley Ellis,2022-11-26
The Name Game,Shirley Ellis,1998-09-20
All Through The Night,Shirley Serban,2021-07-24
Bohemian Catsody,Shirley Serban,2023-01-28
I Want To Take It Back,Shirley Serban,2021-11-13
Procrastination Song,Shirley Serban,2023-01-28
Super Nasty Cataclymsic COVID-19 Virus,Shirley Serban,2022-01-01
Take My Bread Away,Shirley Serban,2022-05-14
Yesterday,Shirley Serban,2023-03-18
"I Am 16, Stuck Here In Quarantine",Shirley Serban f/ Joey Nasser,2021-05-29
Animal Crackers In My Soup,Shirley Temple,1987-10-11
At The Codfish Ball,Shirley Temple,1985-08-25
On The Good Ship Lollipop,Shirley Temple,1995-01-15
Polly Wolly Doodle,Shirley Temple,1976-02-08
That's What I Want For Christmas,Shirley Temple,1990-12-02
You Gotta Eat Your Spinach,Shirley Temple,1974-03-24
You Gotta Eat Your Spinach Baby,Shirley Temple,1973-09-09
"Jingle Bells, Batman Smells",Shirley Walker f/ Mark Hamill,2016-12-24
Tokyo Boogie Woogie,Shizuko Kasagi,1992-02-16
Humans,Shmoolie,2013-10-26
I Don't Need A Tissue,Shmoolie,2009-03-29
The Waterboard's Rockin',Shmoolie,2008-01-27
Shock Treatment,Shock Treatment Original Soundtrack,1997-01-05
Bitchin' In The Kitchen,Shock Treatment soundtrack,1981-11-01
Little Black Dress,Shock Treatment soundtrack,1981-11-29
A Hard Day's Night,Shockabilly,1982-12-05
Dang Me,Shockabilly,1984-06-24
Psychotic Reaction,Shockabilly,1982-12-05
anniversary greeting,ShoEboX,2010-10-09
Happy Feet,Shoehorn,1997-11-16
Shoehorn,Shoehorn (from The Travis & Jonathan Show),2002-11-03
Meet The Demento Gang,Shokus Hotline,1977-01-02
Catnip Dream,Shonen Knife,2023-02-18
Eat It,Shonen Knife,2018-07-14
Flying Cherry Drop,Shonen Knife,1993-02-21
Flying Jelly Attack,Shonen Knife,1993-02-07
Top Of The World,Shonen Knife,1994-10-16
Stout-Hearted Men,"Shooby Taylor, the Human Horn",2000-05-28
Streakin' '74,Shorr's Streakers,2024-05-04
Tall People,Short People,1978-03-12
Dirty Motorsickle,Shorty Bob Parker,1972-03-26
Riding Dirty Motorsickle,Shorty Bob Parker,1980-09-07
Function At The Junction,Shorty Long,1971-04-29
Let's All Go To Hawaii,Shorty Long,2014-01-11
Do You Want A Little Lovin',Shorty Petterstein,1978-11-26
Do You Want A Little Lovin'?/It's No Laughing Matter,Shorty Petterstein,1978-10-15
The Three Little Bops,Shorty Rogers & His Giants f/ Stan Freberg,2021-02-27
Awwww (Bleep) It,Showdown,1982-10-10
Ethel Pump,Showdown,1983-01-23
The Rodeo Song,Showdown,1999-01-31
Sweet Violets,Shower Room Squad,1976-11-14
Dog Doo On The Soles Of My Shoes,Shtillson & Govatinberg,1990-04-01
Crambone,Shug Fisher (Tom & Jerry),2021-03-06
The Swingin' Eye,Si Zentner & His Orchestra,1977-11-27
Prof. Ludwig Von Know-It-All,Sid Caesar & Carl Reiner,1986-09-28
Was I?,Sid Peltyn,1982-02-21
Was I Drunk?,Sid Peltyn & His Orchestra,1976-10-31
Was I Drunk?,Sid Peltyn & His Orchestra f/ Peggy Hill,1975-10-12
Was I?,Sid Peltyn & His Orchestra f/ Peggy Hill,1984-01-29
Was I?,Sid Peltyn orch./Peggy Hill,1975-07-13
Was I Drunk?,Sid Peltyn's Orchestra/Peggy Hill,1976-11-28
Vladivostock,Sid Roy & His Okayolians,1976-10-24
Wife Number 99,Sid Tepper & Roy C. Bennett,2025-02-08
My Way,Sid Vicious,1982-11-14
My Way,Sid Vicious & Sex Pistols,1978-08-06
Man Titties,Sid Yiddish,2012-10-06
Hold Tight,Sidney Bechet,1979-07-01
The Sheik Of Araby,Sidney Bechet,1977-11-27
Viper Mad,Sidney Bechet,1974-05-05
Viper Mad,Sidney Bechet w/ Noble Sissle's Swingsters,1975-06-22
Crepitation Contest,Sidney S. Brown,2019-10-12
Sil's Band,Sil Greshel,1973-01-14
Turkey In De Straw,Silas Leachman,2011-11-19
Judy In Disguise,Silicon Teens,1980-02-24
Dead Animals,Silkworm,1999-04-18
Grandma's Uterus,Silly  Nelson Duncan,2020-05-23
(I Dream Of Doctor With The Demented Mind),"Silly Steve from Celina, OH",1983-01-30
Get It,Silvertones,2008-11-23
At The Zoo,Simon & Garfunkel,2019-09-21
Homeward Bound,Simon & Garfunkel,1980-01-20
A Hillbilly's Deck Of Cards,Simon Crum,1986-04-27
Cuzz Yore So Sweet,Simon Crum,2011-04-16
Enormity In Motion,Simon Crum,1983-02-20
Country Music Is Here To Stay,Simon Crum (As Portrayed by Ferlin Husky),1992-08-23
Chucky,Simon Stokes,1988-11-27
The Boa Constrictor Ate My Wife Last Night,Simon Stokes & The Black Whip Thrill Band,1988-04-17
A Very Scary Merry Christmas,Simons & Cameron,2006-12-03
Monster Halloween Rap,Simons & Cameron f/ Brittanie Walten,2008-10-19
Don't You (Forget About Me),Simple Minds,1985-05-26
I Ain't Lying,Sinbad,1990-08-19
Mike Tyson As A Substitute Teacher,Sinbad,1991-09-29
The Wrong Idea,Sing & Sweat With Charlie Barnet,1979-06-03
Be Kind To Your Web-Footed Friends,Sing Along With Mitch,2010-08-14
Amelia Earhart,Singers from aviation exhibit,1979-09-23
"When The Red, Red Robin Comes Bob-Bob-Bobbin' Along",Singing Cats,1986-06-22
Bye Bye Blackbird,singing cats  (Meow Mix Tape),1986-07-06
Hot Dog Booie,Singing Dogs,1982-09-05
Happy Birthday,Singing Dogs (w/ Glen & Mary Bedlam singing over part),1977-04-03
I Wanna Be An Easter Bunny,Singing Reindeer,1983-04-03
Chloe,Singing Sophomores,1979-04-22
March Of The Sinister Ducks,Sinister Ducks,2017-09-16
She's About A Mover,Sir Douglas Quintet,1972-11-12
A Wee Deoch An' Doris,Sir Harry Lauder,1980-10-19
Harry Lauder's Songs (She Is My Daisy/We Parted On The Shore/Roamin' In The Gloamin'/I've Somethin' In The Bottle For The Mornin'/The Wedding Of Sandy McNab/The Lass O' Killiecrankie/A Wee Deoch An' Doris),Sir Harry Lauder,2011-04-30
Roamin' In The Gloamin',Sir Harry Lauder,1975-11-02
Stop Your Ticklin' Jock,Sir Harry Lauder,1978-04-09
Stop Your Tickling Jock,Sir Harry Lauder,1977-03-20
Shame And Scandal In The Family,Sir Lancelot,1982-04-18
We'll Avenge Pearl Harbor,Sir Lancelot,1980-02-10
G-Man Hoover,Sir Lancelot & The Gerald Clark Orchestra,1972-09-24
My Hooptie,Sir Mix-a-Lot,2015-09-19
Square Dance Rap,Sir Mix-a-Lot,2020-07-11
Just Glue Some Gears On It (And Call It Steampunk),"Sir Reginald Pikedevant, Esquire",2021-09-04
Sir Reginald's Marvellous Organ,"Sir Reginald Pikedevant, Esquire",2022-03-19
You Won't Succeed On Broadway,"Sir Robin & Ensemble (David Hyde Pierce w/ Tim Curry & others, from Monty Python's Spamalot Original Broadway Cast)",2005-08-28
Brave Sir Robin,"Sir Robin & Minstrels (David Hyde Pierce & others, from Monty Python's Spamalot Original Broadway Cast)",2009-02-15
Pray The Gay Away,Sister Bertha Bangers,2012-01-21
"Swing Low, Chariot",Sister O. M. Terrell,1979-09-09
Didn't It Rain,Sister Rosetta Tharpe,1980-02-17
Didn't It Rain,Sister Rosetta Tharpe & Marie Knight,2015-09-12
B.C.,Sister Ugly & The Underwearless Girls,1995-11-05
Dragnet For Jesus,Sister Wynona Carr,2010-01-24
The Ball Game,Sister Wynona Carr,1992-04-05
Collegiate Sam,Six Jumping Jacks,1984-09-30
Don't Send My Boy To Prison,Six Jumping Jacks,1983-05-01
Football Freddy,Six Jumping Jacks,1990-09-09
Olaf,Six Jumping Jacks,1980-06-08
Pastafazoola,Six Jumping Jacks,1982-06-13
Send For Our Free Booklet,Six Jumping Jacks,1979-02-11
The Coat And Pants Do All The Work,Six Jumping Jacks,2024-08-24
"The Coat And The Pants Do All The Work, But The Vest Gets All The Gravy",Six Jumping Jacks,1979-06-10
The Whoopee Hat Brigade,Six Jumping Jacks,1974-09-08
Twenty Swedes Ran Through The Weeds,Six Jumping Jacks,1982-10-17
You'll Wonder Where The Yellow Went,Six Jumping Jacks,1976-03-28
"Dan, The Elevator Man",Six Jumping Jacks/Tom Stacks,1978-07-02
A Wicked Chanukah,Six13,2024-12-21
Bohemian Chanukah,Six13,2018-12-08
Shuffle Off To Buffalo,Sizlers,1976-07-04
Shuffle Off To Buffalo,Sizzlers,1974-12-08
The Tattooed Lady,Skeets McDonald,1983-07-10
Short Skis Suck,Ski Patrol,1990-12-09
Shopping 9 To 5,Skid Roadie,1985-03-31
The Middle East Beast,Skid Roadie,1991-03-03
The Return Of Rodan,Skid Roper,2012-10-20
"Do It, Do It",Skiles & Henderson,1979-12-16
Hog Killin' Day,Skillet Lickers,1974-09-08
Betsy Can't Come,Skin & Bones,1994-02-20
The Girl Friend Of The Whirling Dervish,Skinnay Ennis,1982-03-28
The Girl Friend Of The Whirling Dervish,Skinnay Ennis & His Orchestra,1979-06-10
The First Annual Streak In,Skinny  Johnny Mitchell,2024-05-04
I Don't Get Paid,Skip,1994-08-28
Fancy Nancy,Skip & Flip,1972-09-24
The St. Louis Browns,Skip Battyn,2012-04-07
Elect Frank Zappa,Skip Bitburg & The Living Kennedys,1991-08-04
Who's Gonna Win The Election,Skip Cole & Fabulous HiSpots,1984-09-16
Who's Gonna Win The Election,Skip Cole & The Hi-Spots,1972-09-24
I'm So Glad,Skip James,1981-04-26
Housewifes On Diet Pills,Skip Stephenson,1990-07-29
Housewives On Diet Pills,Skip Stephenson,1993-01-03
Housewives On Pills,Skip Stephenson,1983-01-23
More No On Drugs,Skip Stephenson,1983-01-23
Most Embarrassing Moment,Skip Stephenson,1983-01-23
The Valley,Skip Stephenson,1983-01-23
Housewives on Diet Pills,Skip Stevenson (from  Real People ),1993-01-17
Ernest,Skip Woolwine,1997-08-03
Merry Christmas Wrap,Skitty & The Magic Duck,1992-12-13
Do The Orbit,Skoings,1980-07-13
Convenience Chiropractic,Skrooz Lewis,1997-09-14
Duck Butter,Skrooz Lewis,1999-07-25
White House Rap Battle,Sky News,2016-10-01
Heads Are Gonna Roll,Sky Walker,1992-05-24
Smut,Skyhooks,1990-07-08
I Hate Everything But You,Skylar Askin,2019-02-09
Brain Toast,Slack,1993-09-12
Mrs. Fletcher,Slant & The Jumpstarts,1990-09-23
At The Sox,Slant 6 & The Jumpstarts,2013-03-30
Bang! The Easter Bunny's Dead,Slant 6 & The Jumpstarts,2009-04-12
Berkowitz,Slant 6 & The Jumpstarts,2008-10-12
Breath Of A Dog,Slant 6 & The Jumpstarts,1993-01-31
Bunny,Slant 6 & The Jumpstarts,2019-04-20
Charlie Sez,Slant 6 & The Jumpstarts,2016-05-21
Cow Burps,Slant 6 & The Jumpstarts,1996-05-12
Don Knotts Is Mick Jagger's Dad,Slant 6 & The Jumpstarts,1993-11-21
Drunken Leprechaun,Slant 6 & The Jumpstarts,2018-03-17
Gimme A Beer,Slant 6 & The Jumpstarts,2002-03-10
Got The Gout,Slant 6 & The Jumpstarts,1992-08-30
It's Halloween Night,Slant 6 & The Jumpstarts,2016-10-29
Jingle Burps,Slant 6 & The Jumpstarts,1998-12-20
Kick It And Scream,Slant 6 & The Jumpstarts,2019-08-03
Look Out Above,Slant 6 & The Jumpstarts,1999-05-09
Mad Monster Hop,Slant 6 & The Jumpstarts,1994-10-23
Misfit Toys (Sleigh Rider),Slant 6 & The Jumpstarts,2011-12-17
Money Bunny,Slant 6 & The Jumpstarts,2012-04-07
Mr. Miller (I'm Having Chest Pains),Slant 6 & The Jumpstarts,1992-04-19
"Mrs. Fletcher (Help Me, I've Fallen)",Slant 6 & The Jumpstarts,1998-08-23
Paranoid Hillbillies,Slant 6 & The Jumpstarts,1997-04-06
Santa Claus Must Be Stoned,Slant 6 & The Jumpstarts,2010-12-18
Santa The Red-Nosed Drunkard,Slant 6 & The Jumpstarts,1995-12-17
Singing Fish,Slant 6 & The Jumpstarts,2011-06-18
Stuck Behind A School Bus,Slant 6 & The Jumpstarts,2018-09-08
Teenager On Drugs,Slant 6 & The Jumpstarts,2002-06-16
Text You A Merry Xmas,Slant 6 & The Jumpstarts,2013-12-21
The Disease Song,Slant 6 & The Jumpstarts,1991-04-14
The Hillbilly Rap,Slant 6 & The Jumpstarts,1994-03-20
The Twelve-Pack Of Christmas,Slant 6 & The Jumpstarts,1998-12-13
Tommy Turkey,Slant 6 & The Jumpstarts,2013-11-23
Trick Or Treat,Slant 6 & The Jumpstarts,2013-10-19
Mrs. Fletcher,Slant Six & The Jumpstarts,1990-12-30
Haig,Slap Happy,1982-01-24
Ode To Billy Joel,Slap Happy,1987-11-15
Shake My Family Tree,Slap Happy,1982-05-16
Who's On Stage,Slappy Squirrel (Animaniacs),2017-07-22
Twinkies And Ding Dongs,Slash J. Frank,1999-03-21
Bessie Couldn't Help It,Slatz Randall,1976-08-15
Diarrhea,Sleazola Bros.,1981-10-18
Santa Claws,Sleazola Bros.,1981-12-20
The Burp Danube Waltz,Sleazola Bros.,1982-06-20
Stars And Stripes Forever,Sleazola Bros./Guckenheimer Sour Kraut Band/Crazy Rick's Psychedelic Flea Band,1982-07-04
Stars And Stripes Forever,Sleazola Bros./The Guckenheimer Sour Kraut Band/Crazy Rick's Psychedelic American Flea Band,1983-07-03
Brownsville Blues,Sleepy John Estes,1971-01-21
Everybody Oughta Make A Change,Sleepy John Estes,1972-10-29
Floating Bridge,Sleepy John Estes,1971-06-27
Hobo Jungle Blues,Sleepy John Estes,1984-05-20
Lawyer Clark Blues,Sleepy John Estes,2012-11-24
Poor Man's Friend,Sleepy John Estes,1981-03-29
Someday Baby Blues,Sleepy John Estes,1972-08-27
Stop That Thing,Sleepy John Estes,1972-12-31
Everybody Ought To Make A Change,Sleepy John Estes [not on aircheck],1971-01-28
Did You Heared What I Heared,Slidawg & The Redneck Ramblers,2011-12-21
You Can't Fix Stupid,Slidawg & The Redneck Ramblers,2016-04-23
No More Madonna,Slightly Twisted Disappointer Sisters,1985-06-09
"Ferdinand, The Bull",Slim & Slam,1972-02-13
Flat Fleet Floogee,Slim & Slam,2025-01-18
Flat Fleet Floogie,Slim & Slam,1978-02-26
Flat Foot Floogee,Slim & Slam,1998-05-03
Flat Foot Floogie,Slim & Slam,1972-12-10
Laffin' In Rhythm,Slim & Slam,1979-04-29
Laughin' In Rhythm,Slim & Slam,1995-05-07
Laughing In Rhythm,Slim & Slam,1996-09-29
Booger,Slim Beltbuckle,2001-09-02
Booger Song,Slim Beltbuckle,1983-03-27
Hot Rod,Slim Coates,1982-02-14
A Pub With No Beer,Slim Dusty,1999-09-19
Duncan,Slim Dusty,1988-03-27
The Pub With No Beer,Slim Dusty,1994-10-16
The Pub With No Beer #2,Slim Dusty,1974-09-22
A Pub With No Beer,Slim Dusty & His Bushlanders,1973-07-15
Albers Flapjacks,Slim Gaillard,2009-02-15
Atomic Cocktail,Slim Gaillard,1998-11-01
Cement Mixer,Slim Gaillard,1991-03-03
Cement Mixer Medley,Slim Gaillard,2014-11-22
"Cement Mixer, Put-ti, Put-ti",Slim Gaillard,1973-01-21
Chicken Rhythm,Slim Gaillard,1999-07-25
Down By The Station,Slim Gaillard,1982-04-18
Dunkin' Bagel,Slim Gaillard,1993-10-10
Flat Feet Floogie,Slim Gaillard,1991-03-03
Flat Foot Floogee,Slim Gaillard,1979-01-14
Flat Foot Floogee from  Opera in Vout,Slim Gaillard,2025-02-01
Hit That Jive Jack,Slim Gaillard,1991-03-31
Hit That Jive Jack from  Opera In Vout,Slim Gaillard,1991-03-03
Laughin' In Rhythm,Slim Gaillard,1991-03-03
Little Red Riding Woods,Slim Gaillard,1976-11-21
Matzoh Balls,Slim Gaillard,1990-03-25
Opera In Vout,Slim Gaillard,1991-06-16
Opera In Vout - Part 1,Slim Gaillard,2013-03-09
Opera In Vout-Part One,Slim Gaillard,1998-07-19
Popity Pop,Slim Gaillard,1981-05-03
Suni Puni,Slim Gaillard,1972-03-19
Jumpin' At The Record Shop,Slim Gaillard [tape defects during],1982-10-10
Flat Foot Floogee,Slim Gaillard & Bam Brown,1981-09-27
Flat Foot Floogie,Slim Gaillard & Bam Brown,1972-09-10
Hit That Jive Jack,Slim Gaillard & Bam Brown,1975-06-08
The Groove Juice Special (Part 1),Slim Gaillard & Bam Brown,1977-04-17
Matzoh Balls,Slim Gaillard & His Flat Foot Floogee Boys,1988-05-22
Sploghm,Slim Gaillard & His Flat Foot Floogee Boys,1975-04-20
Poppity Pop,Slim Gaillard & His Orchestra [not on aircheck],1972-07-30
Down By The Station,Slim Gaillard & His Trio,1999-01-03
Serenade To A Poodle,Slim Gaillard & His Trio,2020-09-26
Laughin' in Rhythm,Slim Gaillard & Slam Stewart,1994-04-17
Laughing In Rhythm,Slim Gaillard & Slam Stewart,1976-10-31
Sploghm,Slim Gaillard & The Flat Foot Floogee Boys,1973-08-12
Poppity Pop,Slim Gaillard f/ Charlie Parker (alto),1972-03-26
Yep-Roc-Heresay,Slim Gaillard Quartette,2025-01-18
"Cement Mixer (Put-Ti, Put-Ti)",Slim Gaillard Trio,1998-05-03
Flat Foot Floogee/Big Noise From Winetka,Slim Gaillard/Bam Brown,1974-02-03
Cocktails For Two,Slim Green,1979-04-29
Baby Scratch My Back,Slim Harpo,1971-01-28
Moody Blues,Slim Harpo,1971-03-25
Nikolina,Slim Jim,1993-11-16
"The Drifting, Vistling Snow",Slim Jim,1981-01-11
The Drifting Vistling Snow,Slim Jim & The Westerners w/ The Honeytones,1983-12-18
I Wanna Be A Woman,Slim Mackerel,2000-04-16
The Red Back Spider,Slim Newton,1974-03-31
The Redback On The Toilet Seat,Slim Newton,1998-07-05
The Fireman Cowboy,Slim Pickens,1978-01-29
Breadline Blues,Slim Smith,1983-01-16
"Waldo, The Friendly Elf",Slim Thompson & The Fat Cats,1986-12-21
Indian Love Call,Slim Whitman,2013-06-22
I'm A Tool Pusher From Snyder,Slim Willet,1974-04-21
It Ain't Gonna Rain,Slim Willet,1980-03-02
I've Got The Can't Play The Blues Blues,Slomoes,1987-04-12
Itchycoo Park,Small Faces,1980-01-20
All My Lovin',Smart William,1976-09-12
All My Loving,Smart William,1976-02-15
Carol Of The Meh,Smashy Claw,2013-02-16
Claustrophobia,Smashy Claw,2015-12-12
River In Egypt,Smashy Claw,2014-02-15
The Tom Holland Song,Smashy Claw,2016-05-28
White Coats,Smashy Claw,2016-01-09
Catfish Take A Look At That Worm,Smiley Burnette,1985-07-07
Catfish Take A Look At The Worm,Smiley Burnette,1985-07-07
I Hear You Knockin',Smiley Lewis,1971-05-23
School Days Are Back Again,Smiley Lewis,1987-09-13
Bluegrass In Hollywood,Smiley Monroe & The Golden State Boys,1971-01-14
The Backwards Song,Smilin' Ed McConnell,1991-01-27
The Doctor Song,Smilin' Ed McConnell,1979-05-13
The Backwards Song,Smilin' Ed McConnell & The Buster Brown Gang,1978-02-12
The Fox,Smilin' Shel,1981-08-02
Turn Up The Volume,Smiling Lewis,1992-07-26
Tia Juana,Smith Ballew (w/ Dr. Demento v/o),1974-04-14
"Oh, Seymour",Smitty Williams,1974-06-09
Who Got My Nuts,Smokehouse,1981-05-17
